"country","date","value"
"Seychelles","2021-01-25",20.22
"Seychelles","2021-01-26",23.1
"Seychelles","2021-01-27",26.02
"Seychelles","2021-01-28",29.26
"Seychelles","2021-01-29",31.38
"Seychelles","2021-01-30",0
"Seychelles","2021-01-31",0
"Seychelles","2021-02-01",35.67
"Seychelles","2021-02-02",36.9
"Seychelles","2021-02-03",37.71
"Seychelles","2021-02-04",0
"Seychelles","2021-02-05",0
"Seychelles","2021-02-06",38.22
"Seychelles","2021-02-07",0
"Seychelles","2021-02-08",38.35
"Seychelles","2021-02-09",38.36
"Seychelles","2021-02-10",38.36
"Seychelles","2021-02-11",38.59
"Seychelles","2021-02-12",0
"Seychelles","2021-02-13",42.5
"Seychelles","2021-02-14",0
"Seychelles","2021-02-15",42.51
"Seychelles","2021-02-16",42.52
"Seychelles","2021-02-17",42.55
"Seychelles","2021-02-18",43.34
"Seychelles","2021-02-19",44.19
"Seychelles","2021-02-20",0
"Seychelles","2021-02-21",44.72
"Seychelles","2021-02-22",0
"Seychelles","2021-02-23",47.98
"Seychelles","2021-02-24",0
"Seychelles","2021-02-25",52.45
"Seychelles","2021-02-26",0
"Seychelles","2021-02-27",56.83
"Seychelles","2021-02-28",0
"Seychelles","2021-03-01",56.84
"Seychelles","2021-03-02",0
"Seychelles","2021-03-03",57.21
"Singapore","2021-01-11",0.06
"Singapore","2021-01-12",0.11
"Singapore","2021-01-13",0
"Singapore","2021-01-14",0
"Singapore","2021-01-15",0
"Singapore","2021-01-16",0
"Singapore","2021-01-17",0
"Singapore","2021-01-18",0
"Singapore","2021-01-19",0
"Singapore","2021-01-20",0
"Singapore","2021-01-21",0
"Singapore","2021-01-22",1.03
"Singapore","2021-01-23",0
"Singapore","2021-01-24",0
"Singapore","2021-01-25",0
"Singapore","2021-01-26",0
"Singapore","2021-01-27",1.93
"Singapore","2021-01-28",0
"Singapore","2021-01-29",0
"Singapore","2021-01-30",0
"Singapore","2021-01-31",2.65
"Singapore","2021-02-01",0
"Singapore","2021-02-02",2.99
"Singapore","2021-02-03",0
"Singapore","2021-02-04",0
"Singapore","2021-02-05",0
"Singapore","2021-02-06",0
"Singapore","2021-02-07",0
"Singapore","2021-02-08",0
"Singapore","2021-02-09",0
"Singapore","2021-02-10",4.27
"Singapore","2021-02-11",0
"Singapore","2021-02-12",0
"Singapore","2021-02-13",0
"Singapore","2021-02-14",0
"Singapore","2021-02-15",0
"Singapore","2021-02-16",0
"Singapore","2021-02-17",0
"Singapore","2021-02-18",4.27
"Singapore","2021-02-19",0
"Singapore","2021-02-20",0
"Singapore","2021-02-21",0
"Singapore","2021-02-22",0
"Singapore","2021-02-23",0
"Singapore","2021-02-24",0
"Singapore","2021-02-25",0
"Singapore","2021-02-26",0
"Singapore","2021-02-27",0
"Singapore","2021-02-28",0
"Singapore","2021-03-01",5.43
"Singapore","2021-03-02",0
"Singapore","2021-03-03",0
"Slovakia","2021-01-04",0
"Slovakia","2021-01-05",0.01
"Slovakia","2021-01-06",0.12
"Slovakia","2021-01-07",0.25
"Slovakia","2021-01-08",0.38
"Slovakia","2021-01-09",0.41
"Slovakia","2021-01-10",0.46
"Slovakia","2021-01-11",0.54
"Slovakia","2021-01-12",0.73
"Slovakia","2021-01-13",0.86
"Slovakia","2021-01-14",0.99
"Slovakia","2021-01-15",1.14
"Slovakia","2021-01-16",1.16
"Slovakia","2021-01-17",1.16
"Slovakia","2021-01-18",1.32
"Slovakia","2021-01-19",1.45
"Slovakia","2021-01-20",1.58
"Slovakia","2021-01-21",1.7
"Slovakia","2021-01-22",1.83
"Slovakia","2021-01-23",1.83
"Slovakia","2021-01-24",1.83
"Slovakia","2021-01-25",1.95
"Slovakia","2021-01-26",2.08
"Slovakia","2021-01-27",2.2
"Slovakia","2021-01-28",2.36
"Slovakia","2021-01-29",2.53
"Slovakia","2021-01-30",2.56
"Slovakia","2021-01-31",2.56
"Slovakia","2021-02-01",2.72
"Slovakia","2021-02-02",2.88
"Slovakia","2021-02-03",3.05
"Slovakia","2021-02-04",3.22
"Slovakia","2021-02-05",3.37
"Slovakia","2021-02-06",3.41
"Slovakia","2021-02-07",3.41
"Slovakia","2021-02-08",3.55
"Slovakia","2021-02-09",3.68
"Slovakia","2021-02-10",3.8
"Slovakia","2021-02-11",3.93
"Slovakia","2021-02-12",4.07
"Slovakia","2021-02-13",4.15
"Slovakia","2021-02-14",4.34
"Slovakia","2021-02-15",4.46
"Slovakia","2021-02-16",4.55
"Slovakia","2021-02-17",4.66
"Slovakia","2021-02-18",4.74
"Slovakia","2021-02-19",4.85
"Slovakia","2021-02-20",4.97
"Slovakia","2021-02-21",5.09
"Slovakia","2021-02-22",5.19
"Slovakia","2021-02-23",5.3
"Slovakia","2021-02-24",5.42
"Slovakia","2021-02-25",5.48
"Slovakia","2021-02-26",5.55
"Slovakia","2021-02-27",5.65
"Slovakia","2021-02-28",5.74
"Slovakia","2021-03-01",5.85
"Slovakia","2021-03-02",5.95
"Slovakia","2021-03-03",6.02
"Slovenia","2020-12-27",0.28
"Slovenia","2020-12-28",0.36
"Slovenia","2020-12-29",0.41
"Slovenia","2020-12-30",0.43
"Slovenia","2020-12-31",0.52
"Slovenia","2021-01-01",0.53
"Slovenia","2021-01-02",0.55
"Slovenia","2021-01-03",0.58
"Slovenia","2021-01-04",0.63
"Slovenia","2021-01-05",0.75
"Slovenia","2021-01-06",1
"Slovenia","2021-01-07",1.25
"Slovenia","2021-01-08",1.41
"Slovenia","2021-01-09",1.42
"Slovenia","2021-01-10",1.42
"Slovenia","2021-01-11",1.44
"Slovenia","2021-01-12",1.53
"Slovenia","2021-01-13",1.75
"Slovenia","2021-01-14",2.07
"Slovenia","2021-01-15",2.3
"Slovenia","2021-01-16",2.32
"Slovenia","2021-01-17",2.32
"Slovenia","2021-01-18",2.32
"Slovenia","2021-01-19",2.35
"Slovenia","2021-01-20",2.4
"Slovenia","2021-01-21",2.47
"Slovenia","2021-01-22",2.52
"Slovenia","2021-01-23",2.54
"Slovenia","2021-01-24",2.54
"Slovenia","2021-01-25",2.54
"Slovenia","2021-01-26",2.54
"Slovenia","2021-01-27",2.55
"Slovenia","2021-01-28",2.58
"Slovenia","2021-01-29",2.61
"Slovenia","2021-01-30",2.61
"Slovenia","2021-01-31",2.61
"Slovenia","2021-02-01",2.61
"Slovenia","2021-02-02",2.61
"Slovenia","2021-02-03",2.62
"Slovenia","2021-02-04",2.65
"Slovenia","2021-02-05",2.67
"Slovenia","2021-02-06",2.67
"Slovenia","2021-02-07",2.67
"Slovenia","2021-02-08",2.69
"Slovenia","2021-02-09",2.69
"Slovenia","2021-02-10",2.81
"Slovenia","2021-02-11",3.14
"Slovenia","2021-02-12",3.46
"Slovenia","2021-02-13",3.5
"Slovenia","2021-02-14",3.5
"Slovenia","2021-02-15",3.5
"Slovenia","2021-02-16",3.55
"Slovenia","2021-02-17",3.79
"Slovenia","2021-02-18",4.19
"Slovenia","2021-02-19",4.48
"Slovenia","2021-02-20",4.6
"Slovenia","2021-02-21",4.6
"Slovenia","2021-02-22",4.63
"Slovenia","2021-02-23",4.7
"Slovenia","2021-02-24",5.02
"Slovenia","2021-02-25",5.53
"Slovenia","2021-02-26",5.87
"Slovenia","2021-02-27",5.92
"Slovenia","2021-02-28",5.92
"Slovenia","2021-03-01",5.97
"Slovenia","2021-03-02",6.08
"Slovenia","2021-03-03",6.38
"South Africa","2021-02-16",0
"South Africa","2021-02-17",0
"South Africa","2021-02-18",0
"South Africa","2021-02-19",0.01
"South Africa","2021-02-20",0.02
"South Africa","2021-02-21",0.03
"South Africa","2021-02-22",0.04
"South Africa","2021-02-23",0.05
"South Africa","2021-02-24",0.07
"South Africa","2021-02-25",0.09
"South Africa","2021-02-26",0.11
"South Africa","2021-02-27",0.11
"South Africa","2021-02-28",0.12
"South Africa","2021-03-01",0
"South Africa","2021-03-02",0
"South Africa","2021-03-03",0
"South Korea","2021-02-25",0
"South Korea","2021-02-26",0.04
"South Korea","2021-02-27",0.04
"South Korea","2021-02-28",0.04
"South Korea","2021-03-01",0
"South Korea","2021-03-02",0.17
"South Korea","2021-03-03",0.3
"Spain","2021-01-04",0.18
"Spain","2021-01-05",0.3
"Spain","2021-01-06",0
"Spain","2021-01-07",0.44
"Spain","2021-01-08",0.59
"Spain","2021-01-09",0
"Spain","2021-01-10",0
"Spain","2021-01-11",0.87
"Spain","2021-01-12",1.04
"Spain","2021-01-13",1.24
"Spain","2021-01-14",1.45
"Spain","2021-01-15",1.64
"Spain","2021-01-16",0
"Spain","2021-01-17",0
"Spain","2021-01-18",1.92
"Spain","2021-01-19",2.05
"Spain","2021-01-20",2.16
"Spain","2021-01-21",2.25
"Spain","2021-01-22",2.35
"Spain","2021-01-23",0
"Spain","2021-01-24",2.46
"Spain","2021-01-25",2.5
"Spain","2021-01-26",2.53
"Spain","2021-01-27",2.57
"Spain","2021-01-28",2.61
"Spain","2021-01-29",0
"Spain","2021-01-30",0
"Spain","2021-01-31",2.68
"Spain","2021-02-01",2.68
"Spain","2021-02-02",2.71
"Spain","2021-02-03",2.74
"Spain","2021-02-04",2.79
"Spain","2021-02-05",0
"Spain","2021-02-06",0
"Spain","2021-02-07",2.82
"Spain","2021-02-08",2.84
"Spain","2021-02-09",2.87
"Spain","2021-02-10",2.95
"Spain","2021-02-11",3.04
"Spain","2021-02-12",0
"Spain","2021-02-13",0
"Spain","2021-02-14",3.19
"Spain","2021-02-15",3.27
"Spain","2021-02-16",3.36
"Spain","2021-02-17",3.5
"Spain","2021-02-18",3.77
"Spain","2021-02-19",0
"Spain","2021-02-20",0
"Spain","2021-02-21",4.05
"Spain","2021-02-22",4.19
"Spain","2021-02-23",4.41
"Spain","2021-02-24",4.71
"Spain","2021-02-25",5.05
"Spain","2021-02-26",0
"Spain","2021-02-27",0
"Spain","2021-02-28",5.49
"Spain","2021-03-01",5.65
"Spain","2021-03-02",5.93
"Spain","2021-03-03",6.25
"Sri Lanka","2021-01-28",0
"Sri Lanka","2021-01-29",0
"Sri Lanka","2021-01-30",0
"Sri Lanka","2021-01-31",0
"Sri Lanka","2021-02-01",0
"Sri Lanka","2021-02-02",0
"Sri Lanka","2021-02-03",0
"Sri Lanka","2021-02-04",0
"Sri Lanka","2021-02-05",0
"Sri Lanka","2021-02-06",0
"Sri Lanka","2021-02-07",0
"Sri Lanka","2021-02-08",0
"Sri Lanka","2021-02-09",0
"Sri Lanka","2021-02-10",0
"Sri Lanka","2021-02-11",0
"Sri Lanka","2021-02-12",0
"Sri Lanka","2021-02-13",0
"Sri Lanka","2021-02-14",0
"Sri Lanka","2021-02-15",0
"Sri Lanka","2021-02-16",0
"Sri Lanka","2021-02-17",0
"Sri Lanka","2021-02-18",0
"Sri Lanka","2021-02-19",0
"Sri Lanka","2021-02-20",0
"Sri Lanka","2021-02-21",0
"Sri Lanka","2021-02-22",0
"Sri Lanka","2021-02-23",0
"Sri Lanka","2021-02-24",0
"Sri Lanka","2021-02-25",0
"Sri Lanka","2021-02-26",0
"Sri Lanka","2021-02-27",0
"Sri Lanka","2021-02-28",0
"Sri Lanka","2021-03-01",0
"Sri Lanka","2021-03-02",0
"Sri Lanka","2021-03-03",0
"Sweden","2020-12-27",0.02
"Sweden","2020-12-28",0
"Sweden","2020-12-29",0
"Sweden","2020-12-30",0
"Sweden","2020-12-31",0
"Sweden","2021-01-01",0
"Sweden","2021-01-02",0
"Sweden","2021-01-03",0.14
"Sweden","2021-01-04",0
"Sweden","2021-01-05",0
"Sweden","2021-01-06",0
"Sweden","2021-01-07",0
"Sweden","2021-01-08",0
"Sweden","2021-01-09",0
"Sweden","2021-01-10",0.48
"Sweden","2021-01-11",0
"Sweden","2021-01-12",0
"Sweden","2021-01-13",0
"Sweden","2021-01-14",0
"Sweden","2021-01-15",0
"Sweden","2021-01-16",0
"Sweden","2021-01-17",1.2
"Sweden","2021-01-18",0
"Sweden","2021-01-19",0
"Sweden","2021-01-20",0
"Sweden","2021-01-21",0
"Sweden","2021-01-22",0
"Sweden","2021-01-23",0
"Sweden","2021-01-24",2.21
"Sweden","2021-01-25",0
"Sweden","2021-01-26",0
"Sweden","2021-01-27",0
"Sweden","2021-01-28",0
"Sweden","2021-01-29",0
"Sweden","2021-01-30",0
"Sweden","2021-01-31",2.83
"Sweden","2021-02-01",0
"Sweden","2021-02-02",0
"Sweden","2021-02-03",0
"Sweden","2021-02-04",0
"Sweden","2021-02-05",0
"Sweden","2021-02-06",0
"Sweden","2021-02-07",3.26
"Sweden","2021-02-08",0
"Sweden","2021-02-09",0
"Sweden","2021-02-10",0
"Sweden","2021-02-11",0
"Sweden","2021-02-12",0
"Sweden","2021-02-13",0
"Sweden","2021-02-14",3.7
"Sweden","2021-02-15",0
"Sweden","2021-02-16",0
"Sweden","2021-02-17",0
"Sweden","2021-02-18",0
"Sweden","2021-02-19",0
"Sweden","2021-02-20",0
"Sweden","2021-02-21",4.38
"Sweden","2021-02-22",0
"Sweden","2021-02-23",0
"Sweden","2021-02-24",0
"Sweden","2021-02-25",0
"Sweden","2021-02-26",4.69
"Sweden","2021-02-27",0
"Sweden","2021-02-28",0
"Sweden","2021-03-01",0
"Sweden","2021-03-02",5.22
"Sweden","2021-03-03",5.34
"Switzerland","2021-01-24",0
"Switzerland","2021-01-25",0
"Switzerland","2021-01-26",0
"Switzerland","2021-01-27",0
"Switzerland","2021-01-28",0
"Switzerland","2021-01-29",0
"Switzerland","2021-01-30",0
"Switzerland","2021-01-31",0
"Switzerland","2021-02-01",0
"Switzerland","2021-02-02",0
"Switzerland","2021-02-03",0
"Switzerland","2021-02-04",0
"Switzerland","2021-02-05",0
"Switzerland","2021-02-06",0
"Switzerland","2021-02-07",0
"Switzerland","2021-02-08",0
"Switzerland","2021-02-09",0
"Switzerland","2021-02-10",0
"Switzerland","2021-02-11",0
"Switzerland","2021-02-12",0
"Switzerland","2021-02-13",0
"Switzerland","2021-02-14",5.08
"Switzerland","2021-02-15",5.15
"Switzerland","2021-02-16",5.22
"Switzerland","2021-02-17",5.48
"Switzerland","2021-02-18",5.55
"Switzerland","2021-02-19",5.6
"Switzerland","2021-02-20",5.61
"Switzerland","2021-02-21",5.78
"Switzerland","2021-02-22",5.82
"Switzerland","2021-02-23",5.86
"Switzerland","2021-02-24",6.09
"Switzerland","2021-02-25",6.13
"Switzerland","2021-02-26",6.17
"Switzerland","2021-02-27",6.18
"Switzerland","2021-02-28",6.31
"Switzerland","2021-03-01",6.38
"Switzerland","2021-03-02",6.45
"Switzerland","2021-03-03",6.73
"Thailand","2021-02-27",0
"Thailand","2021-02-28",0
"Thailand","2021-03-01",0
"Thailand","2021-03-02",0
"Trinidad and Tobago","2021-02-15",0
"Trinidad and Tobago","2021-02-16",0
"Trinidad and Tobago","2021-02-17",0
"Trinidad and Tobago","2021-02-18",0
"Trinidad and Tobago","2021-02-19",0
"Trinidad and Tobago","2021-02-20",0
"Trinidad and Tobago","2021-02-21",0
"Trinidad and Tobago","2021-02-22",0.03
"Turkey","2021-01-13",0
"Turkey","2021-01-14",0
"Turkey","2021-01-15",0
"Turkey","2021-01-16",0
"Turkey","2021-01-17",0
"Turkey","2021-01-18",0
"Turkey","2021-01-19",0
"Turkey","2021-01-20",0
"Turkey","2021-01-21",0
"Turkey","2021-01-22",0
"Turkey","2021-01-23",0
"Turkey","2021-01-24",0
"Turkey","2021-01-25",0
"Turkey","2021-01-26",0
"Turkey","2021-01-27",0
"Turkey","2021-01-28",0
"Turkey","2021-01-29",0
"Turkey","2021-01-30",0
"Turkey","2021-01-31",0
"Turkey","2021-02-01",0
"Turkey","2021-02-02",0
"Turkey","2021-02-03",0
"Turkey","2021-02-04",0
"Turkey","2021-02-05",0
"Turkey","2021-02-06",0
"Turkey","2021-02-07",0
"Turkey","2021-02-08",0
"Turkey","2021-02-09",0
"Turkey","2021-02-10",0
"Turkey","2021-02-11",0
"Turkey","2021-02-12",3.64
"Turkey","2021-02-13",3.86
"Turkey","2021-02-14",3.96
"Turkey","2021-02-15",4.28
"Turkey","2021-02-16",4.72
"Turkey","2021-02-17",5.31
"Turkey","2021-02-18",5.96
"Turkey","2021-02-19",6.38
"Turkey","2021-02-20",6.52
"Turkey","2021-02-21",6.54
"Turkey","2021-02-22",6.8
"Turkey","2021-02-23",7.24
"Turkey","2021-02-24",7.53
"Turkey","2021-02-25",7.8
"Turkey","2021-02-26",8
"Turkey","2021-02-27",8.13
"Turkey","2021-02-28",8.15
"Turkey","2021-03-01",8.27
"Turkey","2021-03-02",8.45
"Turkey","2021-03-03",8.59
"Turks and Caicos Islands","2021-01-10",0
"Turks and Caicos Islands","2021-01-11",0
"Turks and Caicos Islands","2021-01-12",0
"Turks and Caicos Islands","2021-01-13",0
"Turks and Caicos Islands","2021-01-14",0
"Turks and Caicos Islands","2021-01-15",0
"Turks and Caicos Islands","2021-01-16",0
"Turks and Caicos Islands","2021-01-17",0
"Turks and Caicos Islands","2021-01-18",0
"Turks and Caicos Islands","2021-01-19",0
"Turks and Caicos Islands","2021-01-20",0
"Turks and Caicos Islands","2021-01-21",0
"Turks and Caicos Islands","2021-01-22",0
"Turks and Caicos Islands","2021-01-23",0
"Turks and Caicos Islands","2021-01-24",0
"Turks and Caicos Islands","2021-01-25",0
"Turks and Caicos Islands","2021-01-26",0
"Turks and Caicos Islands","2021-01-27",0
"Turks and Caicos Islands","2021-01-28",0
"Turks and Caicos Islands","2021-01-29",0
"Turks and Caicos Islands","2021-01-30",0
"Turks and Caicos Islands","2021-01-31",0
"Turks and Caicos Islands","2021-02-01",0
"Turks and Caicos Islands","2021-02-02",0
"Turks and Caicos Islands","2021-02-03",0
"Turks and Caicos Islands","2021-02-04",0
"Turks and Caicos Islands","2021-02-05",0
"Turks and Caicos Islands","2021-02-06",0
"Turks and Caicos Islands","2021-02-07",0
"Turks and Caicos Islands","2021-02-08",16.62
"Ukraine","2021-02-24",0
"Ukraine","2021-02-25",0
"Ukraine","2021-02-26",0.01
"Ukraine","2021-02-27",0.01
"Ukraine","2021-02-28",0
"Ukraine","2021-03-01",0.01
"Ukraine","2021-03-02",0.02
"Ukraine","2021-03-03",0.02
"United Arab Emirates","2021-01-05",0
"United Arab Emirates","2021-01-06",0
"United Arab Emirates","2021-01-07",0
"United Arab Emirates","2021-01-08",0
"United Arab Emirates","2021-01-09",0
"United Arab Emirates","2021-01-10",8.46
"United Arab Emirates","2021-01-11",0
"United Arab Emirates","2021-01-12",0
"United Arab Emirates","2021-01-13",0
"United Arab Emirates","2021-01-14",0
"United Arab Emirates","2021-01-15",0
"United Arab Emirates","2021-01-16",0
"United Arab Emirates","2021-01-17",0
"United Arab Emirates","2021-01-18",0
"United Arab Emirates","2021-01-19",0
"United Arab Emirates","2021-01-20",0
"United Arab Emirates","2021-01-21",0
"United Arab Emirates","2021-01-22",0
"United Arab Emirates","2021-01-23",0
"United Arab Emirates","2021-01-24",0
"United Arab Emirates","2021-01-25",0
"United Arab Emirates","2021-01-26",0
"United Arab Emirates","2021-01-27",0
"United Arab Emirates","2021-01-28",0
"United Arab Emirates","2021-01-29",0
"United Arab Emirates","2021-01-30",0
"United Arab Emirates","2021-01-31",0
"United Arab Emirates","2021-02-01",0
"United Arab Emirates","2021-02-02",0
"United Arab Emirates","2021-02-03",0
"United Arab Emirates","2021-02-04",0
"United Arab Emirates","2021-02-05",0
"United Arab Emirates","2021-02-06",0
"United Arab Emirates","2021-02-07",0
"United Arab Emirates","2021-02-08",0
"United Arab Emirates","2021-02-09",0
"United Arab Emirates","2021-02-10",0
"United Arab Emirates","2021-02-11",0
"United Arab Emirates","2021-02-12",0
"United Arab Emirates","2021-02-13",0
"United Arab Emirates","2021-02-14",0
"United Arab Emirates","2021-02-15",0
"United Arab Emirates","2021-02-16",0
"United Arab Emirates","2021-02-17",0
"United Arab Emirates","2021-02-18",0
"United Arab Emirates","2021-02-19",0
"United Arab Emirates","2021-02-20",0
"United Arab Emirates","2021-02-21",0
"United Arab Emirates","2021-02-22",0
"United Arab Emirates","2021-02-23",35.19
"United Arab Emirates","2021-02-24",0
"United Arab Emirates","2021-02-25",0
"United Arab Emirates","2021-02-26",0
"United Arab Emirates","2021-02-27",0
"United Arab Emirates","2021-02-28",0
"United Arab Emirates","2021-03-01",0
"United Arab Emirates","2021-03-02",0
"United Arab Emirates","2021-03-03",0
"United Kingdom","2020-12-19",0
"United Kingdom","2020-12-20",0.99
"United Kingdom","2020-12-21",0
"United Kingdom","2020-12-22",0
"United Kingdom","2020-12-23",0
"United Kingdom","2020-12-24",0
"United Kingdom","2020-12-25",0
"United Kingdom","2020-12-26",0
"United Kingdom","2020-12-27",1.48
"United Kingdom","2020-12-28",0
"United Kingdom","2020-12-29",0
"United Kingdom","2020-12-30",0
"United Kingdom","2020-12-31",0
"United Kingdom","2021-01-01",0
"United Kingdom","2021-01-02",0
"United Kingdom","2021-01-03",2.03
"United Kingdom","2021-01-04",0
"United Kingdom","2021-01-05",0
"United Kingdom","2021-01-06",0
"United Kingdom","2021-01-07",0
"United Kingdom","2021-01-08",0
"United Kingdom","2021-01-09",0
"United Kingdom","2021-01-10",3.37
"United Kingdom","2021-01-11",3.58
"United Kingdom","2021-01-12",3.89
"United Kingdom","2021-01-13",4.3
"United Kingdom","2021-01-14",4.77
"United Kingdom","2021-01-15",5.27
"United Kingdom","2021-01-16",5.7
"United Kingdom","2021-01-17",5.98
"United Kingdom","2021-01-18",6.28
"United Kingdom","2021-01-19",6.79
"United Kingdom","2021-01-20",7.33
"United Kingdom","2021-01-21",7.93
"United Kingdom","2021-01-22",8.63
"United Kingdom","2021-01-23",9.36
"United Kingdom","2021-01-24",9.68
"United Kingdom","2021-01-25",10.1
"United Kingdom","2021-01-26",10.55
"United Kingdom","2021-01-27",11.01
"United Kingdom","2021-01-28",11.62
"United Kingdom","2021-01-29",12.34
"United Kingdom","2021-01-30",13.22
"United Kingdom","2021-01-31",13.69
"United Kingdom","2021-02-01",14.21
"United Kingdom","2021-02-02",14.76
"United Kingdom","2021-02-03",15.45
"United Kingdom","2021-02-04",16.16
"United Kingdom","2021-02-05",16.89
"United Kingdom","2021-02-06",17.7
"United Kingdom","2021-02-07",18.11
"United Kingdom","2021-02-08",18.63
"United Kingdom","2021-02-09",19.24
"United Kingdom","2021-02-10",19.9
"United Kingdom","2021-02-11",20.64
"United Kingdom","2021-02-12",21.44
"United Kingdom","2021-02-13",22.19
"United Kingdom","2021-02-14",22.54
"United Kingdom","2021-02-15",22.94
"United Kingdom","2021-02-16",23.48
"United Kingdom","2021-02-17",24.19
"United Kingdom","2021-02-18",24.86
"United Kingdom","2021-02-19",25.41
"United Kingdom","2021-02-20",25.9
"United Kingdom","2021-02-21",26.11
"United Kingdom","2021-02-22",26.39
"United Kingdom","2021-02-23",26.87
"United Kingdom","2021-02-24",27.53
"United Kingdom","2021-02-25",28.25
"United Kingdom","2021-02-26",28.99
"United Kingdom","2021-02-27",29.59
"United Kingdom","2021-02-28",29.87
"United Kingdom","2021-03-01",30.17
"United Kingdom","2021-03-02",30.5
"United Kingdom","2021-03-03",30.91
"United States","2020-12-20",0.17
"United States","2020-12-21",0.18
"United States","2020-12-22",0
"United States","2020-12-23",0.3
"United States","2020-12-24",0
"United States","2020-12-25",0
"United States","2020-12-26",0.58
"United States","2020-12-27",0
"United States","2020-12-28",0.64
"United States","2020-12-29",0
"United States","2020-12-30",0.84
"United States","2020-12-31",0
"United States","2021-01-01",0
"United States","2021-01-02",1.26
"United States","2021-01-03",0
"United States","2021-01-04",1.36
"United States","2021-01-05",1.45
"United States","2021-01-06",1.59
"United States","2021-01-07",1.77
"United States","2021-01-08",2
"United States","2021-01-09",0
"United States","2021-01-10",0
"United States","2021-01-11",2.69
"United States","2021-01-12",2.79
"United States","2021-01-13",0
"United States","2021-01-14",2.9
"United States","2021-01-15",3.17
"United States","2021-01-16",0
"United States","2021-01-17",0
"United States","2021-01-18",0
"United States","2021-01-19",4.07
"United States","2021-01-20",4.27
"United States","2021-01-21",4.5
"United States","2021-01-22",4.86
"United States","2021-01-23",5.2
"United States","2021-01-24",5.53
"United States","2021-01-25",5.76
"United States","2021-01-26",5.95
"United States","2021-01-27",6.19
"United States","2021-01-28",6.49
"United States","2021-01-29",6.83
"United States","2021-01-30",7.2
"United States","2021-01-31",7.54
"United States","2021-02-01",7.78
"United States","2021-02-02",7.91
"United States","2021-02-03",8.12
"United States","2021-02-04",8.34
"United States","2021-02-05",8.64
"United States","2021-02-06",9.05
"United States","2021-02-07",9.44
"United States","2021-02-08",9.67
"United States","2021-02-09",9.83
"United States","2021-02-10",10.1
"United States","2021-02-11",10.38
"United States","2021-02-12",10.71
"United States","2021-02-13",11.08
"United States","2021-02-14",11.45
"United States","2021-02-15",0
"United States","2021-02-16",11.86
"United States","2021-02-17",12.04
"United States","2021-02-18",12.27
"United States","2021-02-19",12.55
"United States","2021-02-20",12.8
"United States","2021-02-21",13.05
"United States","2021-02-22",13.2
"United States","2021-02-23",13.32
"United States","2021-02-24",13.53
"United States","2021-02-25",13.78
"United States","2021-02-26",14.11
"United States","2021-02-27",14.48
"United States","2021-02-28",14.88
"United States","2021-03-01",15.17
"United States","2021-03-02",15.48
"United States","2021-03-03",15.8
"Uruguay","2021-02-27",0.01
"Uruguay","2021-02-28",0
"Uruguay","2021-03-01",0.53
"Uruguay","2021-03-02",0.95
"Uruguay","2021-03-03",1.57
"Venezuela","2021-02-17",0
"Venezuela","2021-02-18",0
"Venezuela","2021-02-19",0
"Venezuela","2021-02-20",0
"Venezuela","2021-02-21",0
"Venezuela","2021-02-22",0
"Venezuela","2021-02-23",0
"Venezuela","2021-02-24",0
"Venezuela","2021-02-25",0
"Venezuela","2021-02-26",0
"Venezuela","2021-02-27",0
"Venezuela","2021-02-28",0
"Venezuela","2021-03-01",0
"Venezuela","2021-03-02",0
"Venezuela","2021-03-03",0
"Wales","2020-12-19",0
"Wales","2020-12-20",0.76
"Wales","2020-12-21",0
"Wales","2020-12-22",0
"Wales","2020-12-23",0
"Wales","2020-12-24",0
"Wales","2020-12-25",0
"Wales","2020-12-26",0
"Wales","2020-12-27",1.16
"Wales","2020-12-28",0
"Wales","2020-12-29",0
"Wales","2020-12-30",0
"Wales","2020-12-31",0
"Wales","2021-01-01",0
"Wales","2021-01-02",0
"Wales","2021-01-03",1.61
"Wales","2021-01-04",0
"Wales","2021-01-05",0
"Wales","2021-01-06",0
"Wales","2021-01-07",0
"Wales","2021-01-08",0
"Wales","2021-01-09",0
"Wales","2021-01-10",2.73
"Wales","2021-01-11",2.89
"Wales","2021-01-12",3.22
"Wales","2021-01-13",3.58
"Wales","2021-01-14",4.01
"Wales","2021-01-15",0
"Wales","2021-01-16",0
"Wales","2021-01-17",4.81
"Wales","2021-01-18",5.14
"Wales","2021-01-19",5.58
"Wales","2021-01-20",6.04
"Wales","2021-01-21",6.73
"Wales","2021-01-22",7.63
"Wales","2021-01-23",8.39
"Wales","2021-01-24",8.59
"Wales","2021-01-25",9.18
"Wales","2021-01-26",9.91
"Wales","2021-01-27",10.66
"Wales","2021-01-28",11.49
"Wales","2021-01-29",12
"Wales","2021-01-30",12.8
"Wales","2021-01-31",13.2
"Wales","2021-02-01",13.94
"Wales","2021-02-02",14.67
"Wales","2021-02-03",15.56
"Wales","2021-02-04",16.59
"Wales","2021-02-05",17.67
"Wales","2021-02-06",18.7
"Wales","2021-02-07",19.16
"Wales","2021-02-08",19.94
"Wales","2021-02-09",20.79
"Wales","2021-02-10",21.7
"Wales","2021-02-11",22.71
"Wales","2021-02-12",23.77
"Wales","2021-02-13",24.47
"Wales","2021-02-14",24.89
"Wales","2021-02-15",25.24
"Wales","2021-02-16",25.61
"Wales","2021-02-17",26.09
"Wales","2021-02-18",26.61
